review_uuid,review,sentiment
2adb1878-d78f-4f65-b9e8-1c49d27585c8,good quality,positive
55c66c0c-6d43-461c-bd10-136fb6758697,not good quality its very small size,negative
f6afd217-951e-481b-937a-156de7ddef38,audio jack is not workinglap is hanging for simple operations,negative
08b3e883-3bb5-4b91-917a-ede7146f37c0,dont buy this rice cooker it stopped working after replacement days go off and flipkart is not doing anything have got replaced also but same problem,negative
99e2cd8b-1d08-4186-b9b2-0a9c267a2992,i got damaged itemback panel was bendedoverall performance is nice but delivery and shipment was so poor,negative
28990b61-31c2-45b4-9030-ddb4c6a8a2b0,this hair oil is good for regular using for healthy hair growth,positive
97481292-0b9b-42b9-9ff0-1c285c6285b6,that is good but should be made in india,positive
28c366e2-7486-45d7-ad30-44f938e0b0f3,very nice osm,positive
a06523fb-4407-4541-a3f5-ad8bca461cee,good,positive
f68cf740-0343-402a-a148-9170b8f7703b,i love it,positive
a48172dc-5a5b-41d7-800e-1f82da592994,the outer box is damaged not sealed also,negative
42f7f488-cce0-45d6-b0e5-50deafbedcdf,just amazing,positive
35a7d2f0-faa3-4463-b042-fe377ea621e6,good product,positive
e0072df8-80cb-48a0-bc88-5f592cb630da,very good product,positive
ed82ba67-9349-4ac4-8890-57cf49ad3e03,really reliable way to make better use of your tv its a very simple and easy setup and doesnt require too much hardware i can now watch youtube on my notsosmart tv because of which i really learned some new and interesting stuff and it has improved my quality of life overall highly recommended,positive
8f7973e7-1d55-4bca-9926-5fcdbba899a9,good budget bar got at big savings day so good soundbar at sale daysbass and sound quality for rate payed but no display indication showing volume increase or anything rest its a good soundbardelivery unit good ,positive
97d2a06e-26f7-4ba5-89b3-f891091f7d2c,packaging was not good both externally and internally product was ok but not yet satisfied,negative
0ee476e0-3068-4ee6-a8dd-4839a5fb82ae,the quality is poor,negative
cbcdbff5-5e0e-41f7-8d06-9529dfc503fc,india number 1 company lenovo good ,positive
6df3ebde-dc16-4169-8ea4-fbb5173b7089,i m note heppi,negative
e1ccae49-fb88-4a68-8a9f-d1575ab136fb,good,positive
77da16a0-95e1-405e-81c7-0b3528f0ef38,not worth this price,negative
82c9c033-fd67-4a0e-9e08-2e8b90fba7cd,good product thanks for flipkart for given quality products and services,positive
725d895b-5363-4576-b3d1-72c263aee0f1,nice product,positive
ab18719a-d176-4e86-8f86-ffaa1a1680fd,good value for money,positive
1d213d03-3d28-4d7c-aa1f-24cd178d459f,dont buy any bajaj product no one will come to you for instattion you have to buy inlet and outlet pipes from local market and you have to install it by yourself only and if you by yourself there is no guarantee of this product,negative
a31a47e3-1362-4e73-9a0d-a89160bb5509,after 1 month not working,negative
e53dc475-d7c5-4380-a6fa-4c9fedfc4f9f,very bad product,negative
6ba33d05-a51f-4e7f-b77e-f0f21a87c2ec,it is very short no a long,negative
9f7a6e27-27f3-4416-9ef3-f735bbd1f7a7,getting more sound from laptop after using 2 to 3 hours and heat is more,negative
03d9611f-3d86-4c49-ade4-ca7378449096,nice and good quality brand,positive
d5e23bcd-b1dc-4659-8ec5-342b636cb2f0,chief and best,positive
e882f2dd-d62e-468e-8b5a-b04436c726a1,vary bod productlow quality,negative
c0b86837-323f-4043-bd4f-8ef0230d6578,positive length of cable design and colourlook negativeit is not fast charge takes 1hr for 2030cost is highperformance like local brand sorry im not full satisfied with is product ,positive
1b2872c7-e42f-449b-b5f8-bb711ebaac7d,wasted money loss,negative
c3b5a07b-108a-46d9-937e-9eba47b59cc3,a good smartphone that is perfect for the budget segmentbut note some points 1 camera watermark feature missing2 no slowmo mode in video camera3 battery is draing quite fasthoping to get those features in next updates,positive
adf8459d-7e2f-44be-8fd7-1157450e696e,very poor quality product,negative
41b67a8a-057a-4a77-9408-15796db748a0,its varst shoe size is not correctand it cannot be able to return option,negative
66204572-f884-4447-83e6-f96dfd58841e,bad,negative
797f88d2-20be-4a01-8b45-36a04dfb3183,fair,positive
21b2e3e0-c06c-493a-b94d-42fc673e950b,nice,positive
fa941b99-a545-4e76-a644-bb8add045d9c,picture quality is very dull,negative
013fb5ce-2577-4b02-abef-c8827570c102,amazing,positive
73973255-2965-40f9-a6ec-7f9b34b8408d,worse product never buy,negative
4ec2d3c5-9079-4a98-9e07-08c2ca89e6fa,bad product,negative
33a5347b-1a78-4959-8360-dee12691cb47,bad quality very very bad quality dont buy,negative
b6ae0175-9b7b-45e4-8abb-dc9ce591fffb,very nice one and it really helped us help my kid online classes by displaying on bigger screen and maintaining distance using the mobile mirror featureit requires wifi connections to be shared with your phoselaptop overall a very good product for current wfh scenario and using tv instead of mobile for betterment of our eyes,positive
d7f0edba-3580-4335-aeb0-054e0d0e5c2a,not a good body delivery of this product is not safe it get break working is also not good ,negative
faba89b7-328f-4741-9734-24a860d7de9e,not very good,negative
b23e0bf0-f785-49f6-9b18-2290de586792,item very bad,negative
e87fbd13-3c6d-438c-812c-280918236e73,very good ,positive
ce82f30e-9e14-4586-8c5b-6ffe5b9b8197,its superb in voice an design but cant keep it on ears for more then 30 mints as sweat happensan microphone cant capture the voice clearly on phone calls other features good,positive
f7a9256f-740c-4424-8d21-1dce8cd4f6b4,its really comfortable and value for money product ,positive
ab60e916-a0e7-4b8b-b7d7-a27fcaea16a7,purse is good but size is too small size of purse is not good,positive
2f1a341c-c49b-4a77-a60b-9f4d82b01de1,super,positive
c7b59828-1802-47b8-bacf-d358417c4863,good,positive
8003daa1-a4e5-4164-b733-7690ed98fa31,my first dslr camera photo is very good this camera has some photo taken from camera,positive
50e2022c-73f7-42ae-bd91-dbc81aa08828,good,positive
52547739-c673-4c19-86dd-387adf193ffc,awsome product i purchased this for gaming and i use it regularly battery is awsome like 5 to 7 days also pubg lover should buy this boat awsome ,positive
39edc27d-d3b6-43a0-ba36-4f01d3fc2fef,no nice,negative
35873006-66a7-402b-b62d-2f2ceeb20068,best product,positive
46940546-76d7-45b8-932a-a21895c1ec18,roller wheel not working smoothly and i dont like its stability alsopad not wetting properly,negative
40e23f2e-03ad-4b52-9909-dde800a6675f,trivet is not fit worst cooking plate,negative
4e574a3d-c521-4a94-94a2-fe7b9ec1868c,its detected or not connected by my laptop,negative
50ba9bcd-8b15-4452-8aa1-5a166465bb6c,awesome fragrance with beautiful packaging ,positive
2e0ca9c2-7ac7-40b0-b01e-3c18f4df43b8,this is the best available in the market for cocoa drink and chocolate cake,positive
46e67f09-e38a-4cf5-a0af-ee9d56178ee5,not goodsize is too low,negative
81d3614b-1c4a-4a8e-9ab2-af10d7aa38d9,awsum products,positive
01ce3711-e5ea-4c90-9621-c998979b249a,totally west of money,negative
3d1a23c5-96fe-4b10-b55e-890500d8d5e6,water comes insideback foot were missingcooling is not great as we get in lgfreshness missing which is so good in lg,negative
23d00dfb-ac0c-4414-8c9f-b3de77aebd69,bad quality,negative
34e5061d-c76e-49b1-af08-8cf1a89deeaf,product was awesome very good,positive
dae3368d-432c-4591-9908-7fd1d363afa7,amazing,positive
a977d4c7-b3ec-4742-bff6-25e2e038965f,very bag product and very very bad service,negative
c37eabb3-f138-44c9-ae17-bd7c7b588a78,i love this ,positive
7ba9d04f-a09d-44ae-9044-101f933a8be1,fabric is too good,positive
350e35c5-d8b7-4fb3-8b86-e9d0b45602c2,good product,positive
640d0455-bc9f-4762-bd53-ef63f4fc10fc,after using 1520 days this product has stopped working very bad experience i had with this waste of money,negative
864b7c75-fa9f-4435-824e-7834c043b832,first of all its not leather dont buy this thinking its leather,negative
0fa24587-ff3d-481c-a366-3765066a45a4,something is wrong with this doesnt cook the rice perfect,negative
4edce1a3-a1e8-46af-a058-96b90772b10a,sound is very poor not expected with mi,negative
a37f8b6b-90be-463c-aaac-969de34e2104,bad,negative
ae76dcf6-3ead-494d-9031-7f4a0e7699b3,gud,positive
132beb9d-4b25-4a7c-8b41-30c3fee8914e,cost is much higher company can rethink product is good,positive
e4dc5ea3-c29e-4134-94d0-5d784301f288,thanks flipkart,positive
e8706803-b368-4a84-b022-73c0aed6b89c,not fitinge dont purchese,negative
f680291a-ab67-4443-b546-ab22dffa9c4b,very bad,negative
0625715e-67f2-4c9a-aab4-90b8dcd7d10c,very good product,positive
dbbafbc4-1916-4a44-90fe-f778cfc0e06a,nice car,positive
90e3b956-0745-4ce1-9e86-33bef0d2dd42,very nice,positive
e25452c5-1fa5-4349-bc21-724cbe19cbe4,not worth,negative
f59307b3-9f78-407a-abfc-56d24917b64b,no use its not working i request all of you dont buy this,negative
c50066c9-11e3-424d-9342-9ab4ea67c75e,quality is very bad air inlet valve went inside the ball when filled air the second time after purchase ordered one more again similar issue,negative
40710868-521a-4a00-b747-2e1bbfdaf131,this product is vary amazing this is a very very best for prise,positive
6d2e76c9-d9a2-402c-844c-4187a48aee78,overall performance is very good only batterys issue hardly 35 hrs for normal usage but okay with this configuration and amount no issues can bear with that,positive
07ca48f0-7fd4-4cc4-9e2d-7a361f5255c7,waste of money not recommended at all face powders are far better than this,negative
8081b4cb-9141-4489-a96e-43562c2eccf4,compartment division glass type is very thin so it can break easily disappointed about glass given inside,negative
2bf83c90-f752-40c3-9ac1-785bc83ff7b0,good productthanks flipkart ,positive
66f1b9c7-3db9-40bd-8149-a649c68f5feb,excellent original product thanks flipkart,positive
20ab75a3-3d35-4d48-81ef-c3c350b62c36,plastic body but not strongloud soung in internal parts low quality plastic used,negative
4f4a6a1f-1858-411b-8399-26a071135e5f,bad size,negative
d7b7ff69-663d-46be-8721-b7025d3b766e,finishing is not good not properly placed on table,negative
508bc9ee-4d22-46c3-a486-a0b19021505f,very good product,positive
8252596c-cda1-498d-870e-4de1f306d137,dissatisfy with this product,negative
95cf664a-88de-4047-8061-85dd6a5b4917,nice,positive
def1a25d-34fc-4844-ac04-953fac9e07c6,bat quality,negative
95e2b046-1f4a-4c6a-93b3-6144e894605a,nic,positive
a4e5cdda-5693-45c4-993b-b8771e93e2af,heating problem,negative
b8700120-0a14-40d6-9732-c209ffdf68c5,soundbar is amazing connectivity is very fast its gives proper sound delivery and perfect bass performance getting addicted to listening songs on this beautiful product thank you mivi,positive
3c752b91-5307-4019-b0a4-8970c006b748,good,positive
458e3e50-1954-4ab3-baa7-6154b4f93069,defectiveslow processing and poor connectivity problemproduct received however flipkart unable to replacement and even brand says flipkart only replace product as per policy shopping with flipkart without return policy is waiste of money and time,negative
dd1a4c3e-5960-47e0-a45a-909fce3a97c0,very nice,positive
294eb75b-3e63-441a-aee1-f9e0fd2084a6,good,positive
a45efee8-5005-44eb-bcae-a9dea57440cc,not good,negative
dbaa4f51-ed95-49d3-8396-9e89d465cb22,freezer does not convert to fridge,negative
3beae258-2c13-4b45-a5cf-a027fb356c92,nice camera,positive
f5a2ac9d-a3e5-4f4a-a4df-721c54b69cc6,worst i tried to raise complaint 45 times but no response water pumping problem,negative
503a5904-6e9d-4cae-b1f6-3640be35b832,bowl is damage,negative
7270a94d-484d-4999-99da-82f29c4e3bcb,this is amazing wallets and this is very useful item ,positive
d704533d-704d-4151-b2ee-4c9e9a17e06f,best deal you can go for it,positive
f74ffe10-7916-43dd-a297-b40eafa23637,google is not working i cant browse the internetmy tv in home have google which i brought 8 years ago but in this mi tv i cant access voice is not clear i have to use my headphones or bluetooth to listen while connecting phone or laptop the video gets stucked and it gets blured in between and sometimes the video gets hanged need the replacement of tv with proper voice and access to google or change the hardware,negative
569eca16-e3ab-4ab2-aecb-01073f621a63,15l of quantity in such good price is awsmm for students boiling is very quick sad part is outer body also get too hot which makes inconvenience it was three days since purchase and till now i have made tea boil water maggie and soup its very easy to handle if you r good at cookingi love the packaging and delivery was also quick so overall i love the product and rest depend on how long it will work thank you flipkart,positive
7ac10918-c468-4174-9922-4c823cec5a89,good ,positive
577ebc6f-76ff-4a42-aab6-5a848300f216,very very nice productit will make the water heat within minute and save more electricity ,positive
cff053ba-da28-43a5-93cd-e1dfcbaaee7d,very poor product,negative
a8375e7b-e134-42b3-bf79-6a9cce0fbfc2,bad quality,negative
2e3dd016-886c-411a-b938-53183eaf639d,lot of distortion no return not even replacement please dont order this in this big billion days seller is always cancelling return items even in 60 sound you will see distortion some times you cant even connect to the lap mobile,negative
2e532b08-0f89-430e-af4a-59cce70b791d,very nice ,positive
abf0b0d0-6413-4a2f-bbc0-044b6c3dcab6,nice product at par with alexa needs further improvement,positive
7667a958-6eee-47cf-b446-f64bcbd8d94d,pump is very low qualitynot able to supply water properly to topdont waste many buying this product,negative
dabde256-fb8e-4ba7-8fde-b90d1087a8d9,good,positive
a33d296f-a64e-44f4-b1d9-c7823e4c369f,good,positive
46ed6346-d012-4756-bd8f-393cd3adbfc0,worst failed thrice in a year fuse remediation is rs 150 per time,negative
ded75aed-e90c-4735-8a5d-41dc6df4766d,very good product ,positive
607469c2-a7bb-4ab8-9552-0d2713a5d3b0,perfect ok,positive
a6c2686b-e326-4b62-9b66-31a33e3c2f44,super very nice good working,positive
f5594790-80af-406e-bd91-1d7a1317e55b,very good qulity,positive
2461e910-89b3-4414-9e5e-7a314669dda4,the cooler looks good but it is as not effective as it is detailed the length of the pipe that connects the water motor is too short and keeps coming out,negative
ae8fd214-b06c-48b0-a57d-5baba186b2de,this is the best actually i received this as my birthday gift from my loved onei liked it very much,positive
858130fc-e777-4531-aeab-d24f8976fb5a,very good,positive
ed18c0c7-8462-4173-a93b-aa2b241a787d,comfortable,positive
63fd5a67-68db-4a1d-a40e-e41c19787cd0,donot purchase this watch no quality nothing to say any good thing,negative
23b973e7-47d6-449c-9be9-baf519292d3e,good,positive
7254b032-7ad2-4d9c-a30f-b73dda61d001,nice,positive
1a0be7f4-abae-4d38-a4c2-cfa305820c56,satisfied with overall product just think that maybe it should have taken lesser time to heat takes around 25 min before it gets autocut ,positive
7ec80cc7-1a91-415a-ba02-78b42dabee9c,very good one l have prepared cakes and chicken tikka it is working good no issues,positive
2245ec1d-ee97-445d-ac8c-839d8c71ff8b,product is not good the air in side the football is coming out i have to fill air daily,negative
b8795990-8939-42a8-9867-784ca70a5f8e,very bad,negative
457edbb6-0a2a-4150-bfdd-5588c9cb7306,soft quality nice looking product in this price point,positive
bf1ee536-85e0-4c22-9125-1fbf850a5fab,auto power cut stabilizer not working,negative
3894cd96-f5c4-49ee-9664-4330c5155089,normal trance print packing product good ,positive
1f2bf45e-7ffe-45ef-9f6d-b3ac09a6f41e,excellent shoes for daily use which looks like a sports shoes suites for work and bike rides alsoquality of the lace is not that great but for price tag its a must buy,positive
7309649e-b6ee-4f0b-b280-c188c00d08ab,nice grip,positive
af1ad58d-a56d-4520-87d9-48ca01e84599,best quality,positive
3974ae84-e8af-4d9f-81d5-a8974da1382e,bad sound quality,negative
1836bc87-70d1-49a9-8d1f-9f126c0df64f,super ,positive
dedc34bc-fbed-4b38-8c87-853ca8d166f7,nice product,positive
1ad2a908-ae0a-468c-a1c2-015116285d1d,not bad,positive
96919c9d-2dcc-4d36-9eb8-781dbfc3cff8,totally bad dont buy,negative
df59f981-1077-4059-bb68-2afb54ab28fd,good for small work dont buy for large scale production,positive
3a42b480-de47-4aab-a503-abf13175e366,worth purchase,positive
632e771b-df1b-4969-8e7a-ed26fc9dd478,i found my product after a month after order they reduces price of the product i lost rs 1000 approx they should refund the rest amount and also my refrigerators veggie container was broken i suggest dont buy from here,negative
03246c53-ce68-42db-8f83-9f550c6fe1ff,super nice,positive
c3b4fd90-837a-416d-8b24-4ca0f6e5b87c,worst experience from flipkart and seller,negative
ad0b768f-b829-4dae-9a7f-2057607cc1d3,very good,positive
f4ca2b6f-e584-489d-8459-50eb9734b68c,the product was not working well so i placed a replacement order but no one came for chekup for replacement and hence replacement was rejectedi am stuck with this product also the packing was extremely bad please dont go for buying heavy items in flipkart,negative
445c65ff-a667-4e08-9e87-87296dd433f8,1 the fan speed was too good 2 cooling is very nice and in summer too it had given immense cooling effect355 litres capacity so half day sufficient for usagein summerin winter more hours it will run with that water4 there is valve at bottom so we can drain out the water and can keep it aside in non usage period like winter5 shape was too good go for it blindly,positive
cf9bf500-099a-486d-85e1-3ec98d6f387f,nice must buy this,positive
215dac9f-8965-42e7-992c-8e6407cd1d88,dont waste money on buying this this charger didnt work its magnetic pawer is also not good i just hated this,negative
2dbb4b42-8ef2-42c1-b111-83595bf341c9,unsatisfactory,negative
c867fbad-3997-4eae-927b-8192465a7a61,nice,positive
15569506-1ade-454d-944c-9fce20907d96,i bought it last weekstopped working in 1 dayvery baddint buy,negative
07a04138-5c1e-4a87-9f13-488afe041894,comfortable,positive
fc01f033-9007-4579-8e22-ce49664176b3,not good,negative
fe807c9f-797d-4f2b-91ca-9ed9d1fb9270,nice sirves,positive
318f8a8f-1094-4540-88e5-233936548a31,my mother is an arthritis patient i bought it for her but it is not even near satistactoryhope you donot buy it,negative
80f6d5e5-528a-483b-9be6-9ef7f7dee5f9,it is good,positive
ed39122f-8390-463f-af41-9b3947894345,very good,positive
13495c2f-fed4-4e4c-a49a-8218831bc6aa,the product is nt working after 13 days waste of money dont buy this,negative
f0d56ae3-15d0-412a-8b18-623c842eab50,nice ,positive
a502e7fe-582e-42fb-8f3a-8d702eea3f11,bad product dont buy,negative
59e068cc-50db-4bb8-97b2-802ef155cbe8,bad quality,negative
4ede7e48-e2b5-4e87-b1a6-fd49ea1611be,product its ok but built quality is too low,negative
1543761e-4a62-44a1-9a18-999a1a2b481a,useless,negative
c5a008d8-deeb-4b64-a0c6-5df86f0579b7,good product,positive
9886b9a0-fc85-4cf3-bc47-ab19d000f18d,not ok product handle broken,negative
96c2b57d-6a46-4f0a-83a6-f0ef77d2c9ba,good products,positive
c27bcb22-3454-409b-a639-4eb945491a28,while the fan and motor quality is good the problem with this cooler is its body the plastic is not very strong and the vent in front is problematic as the horizontal plastic pieces do not remain at their place leading to less air flow it is a big let down and request crompton to replace the plastic mesh in future rest of the body is also quite shaky,negative
4308a102-579e-4909-acda-e21e80885597,good product,positive
c72c35ac-f244-4f00-9b6f-2ab8ea084932,good productbest ball for this priceit can be used in hard groundsshould not miss it,positive
14c58e16-289d-43ed-add9-905169cf6c66,its not space,negative
80257381-a150-4129-98d6-f5b1e2f17fb1,from the first day the pump was not starting thus the air was not coolreally horrible experience,negative
b0bdf0dd-00c1-411d-9e86-c9f28868c944,poor sound quality,negative
7ea1f3d2-d5c3-44ca-b30b-8936ac17f391,it is like rubber ball,positive
fb87dd41-8081-413d-95cc-8d892c1c58dc,nice quality,positive
ad5303e1-c547-40c1-b084-49e31e8af6e1,very bad productafter few months it wont workdont waste your money,negative
958270ea-10e5-415f-8068-f17776fe3901,very nice product,positive
4cfe7fc6-7f4e-4adc-bb67-782ea8635555,working no good,negative
9c16777f-c605-4bea-801c-33a6688738b8,very bad,negative
c762f482-b644-41af-a8d0-df230faaf924,nice,positive
712c42ef-c47b-4fec-910f-555a740b7b48,product was very good quality also good thank you flip cart for good product,positive
9c6a553b-b029-4481-9e5e-8bc41b2d5499,awesome ,positive
9684f680-2d40-48b6-a9d2-ca8a891ad1d1,charger was damaged,negative
6e03d52a-2b21-47a6-a622-903bce8265d6,very good,positive
914edc7c-524f-4ef1-a312-0b4750eb589e,writing this review after 5 days of usage it is mind blowing device i have lg lcd 32 inch tv initially the device took sometime to create cache and initially you will feel the device is slow but gradually when it starts to create cache it started working like magic you just need to keep it connected to wifi even if you are not using it just keep it idle dts sound is awesome picture quality is superb overall awesome product happy with it,positive
993dddcd-e66f-4e5e-ab4d-374d3d321eea,money west,negative
d72c5267-b0d1-475a-afa8-b6dfc60fd296,nice product,positive
abb07ea3-0fb8-40f7-8097-10f8c4fdeb31,excellent quality,positive
36460932-99c0-40d3-8143-02c6acf22958,very tight i dont like it,negative
28ba5d64-2a73-4207-ad6d-b7b6ee05838a,good supplement,positive
db35831e-7d45-4a9d-8d8d-e29dff818198,not so good,negative
9a8ca00c-26ee-4554-8df4-f190812cf9e5,quality is bad within 4 months after purchase dirty water started leaking out from the lower right side of the front opening door the water leaks while the machine is in operation the machine also became more noisy as days passed since purchase food stains remain in the utensils in the upper tray which have to rewashed after taking them out from the machine,negative
7feeac16-3f0d-4c39-be1f-441a3795f2c4,very good product ,positive
4babbdae-e87f-452c-af7a-2ad69cfb9a43,best product under the range excellent productordered two kettle but one of them has scratches on it may it was the fault of delivery authorityreplacement acceptedotherwise it would be 5 star,positive
064c2a09-18f6-431b-b0bd-3c48c4ff2fbb,casting not properly supported like video and images,negative
9cba414e-ddf6-447a-a6c3-0b81ba7eac91,remote is not working,negative
7a91578f-c38a-4f80-975c-3118108fa8f5,its is very bad,negative
4f9deaed-969c-4d19-9c00-bb82e82c1d90,bad quality,negative
83e28d8a-900a-4a62-a871-96bcceab7d2a,impressive effective sweat on fingers make the screen smudgy inconvenient for playing games this can help a lot in this regard,positive
05c70ed3-d4cc-48c5-ba69-2f161ba822ec,bad product,negative
454bbd69-d957-4145-a472-45ebda041100,super machine no words to express all kinds of stiches are perfect only one confusion oil application is needed or not not mentioned in instructions,positive
49d2492b-8b4c-43cf-878b-01c433f5fca1,soundbar is good bass is excellent but flipkar service is very poor my soundbar has one side damaged i request for exchange the product but they not respond and after 7 day they cancel my request i call to customer care he tell my flipkar team contact me but they dont very poor thing done by flipkar,negative
